"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"138x10"	"1xF"	"TxFxF"	17004
"138x10"	"1xF"	"TxFxF"	17936
"138x10"	"1xF"	"TxFxF"	15020
"138x10"	"1xF"	"TxFxF"	16988
"3883400xF"	"Fx8"	"CMOVxFxT"	138341956
"3883400xF"	"Fx8"	"CMOVxFxT"	138109848
"3883400xF"	"Fx8"	"CMOVxFxT"	138540560
"3883400xF"	"Fx8"	"CMOVxFxT"	138542224
"3883400xF"	"Fx8"	"CMOVxFxT"	138502432
"48160xT"	"100x8"	"CMOVxFxT"	17046228
"48160xT"	"100x8"	"CMOVxFxT"	19396364
"48160xT"	"100x8"	"CMOVxFxT"	18840956
"48160xT"	"100x8"	"CMOVxFxT"	18634380
"48160xT"	"100x8"	"CMOVxFxT"	18211060
"898885xF"	"5xF"	"FxFxT"	110354220
"898885xF"	"5xF"	"FxFxT"	114201020
"898885xF"	"5xF"	"FxFxT"	111453824
"898885xF"	"5xF"	"FxFxT"	114278576
"898885xF"	"5xF"	"FxFxT"	113199564
"898885xF"	"FxF"	"TxFxF"	204080844
"898885xF"	"FxF"	"TxFxF"	203836252
"898885xF"	"FxF"	"TxFxF"	203811992
"898885xF"	"FxF"	"TxFxF"	203838056
"898885xF"	"FxF"	"TxFxF"	203832348
"48160xF"	"50x32"	"CMOVxTxT"	4458056
"48160xF"	"50x32"	"CMOVxTxT"	4464232
"48160xF"	"50x32"	"CMOVxTxT"	4287776
"48160xF"	"50x32"	"CMOVxTxT"	4414336
"48160xF"	"50x32"	"CMOVxTxT"	4318340
"208064x500"	"1x8"	"CMOVxTxF"	11975976
"208064x500"	"1x8"	"CMOVxTxF"	18219992
"208064x500"	"1x8"	"CMOVxTxF"	21594056
"208064x500"	"1x8"	"CMOVxTxF"	16205056
"208064x500"	"1x8"	"CMOVxTxF"	15123292
"48160xF"	"1000x8"	"FxFxT"	7205464
"48160xF"	"1000x8"	"FxFxT"	7254336
"48160xF"	"1000x8"	"FxFxT"	7082344
"48160xF"	"1000x8"	"FxFxT"	7090340
"48160xF"	"1000x8"	"FxFxT"	7060252
"138xF"	"50x32"	"FxFxT"	21640
"138xF"	"50x32"	"FxFxT"	20932
"138xF"	"50x32"	"FxFxT"	20548
"138xF"	"50x32"	"FxFxT"	19904
"138xF"	"50x32"	"FxFxT"	19580
"138xT"	"2xF"	"TxFxF"	16324
"138xT"	"2xF"	"TxFxF"	17180
"138xT"	"2xF"	"TxFxF"	19108
"138xT"	"2xF"	"TxFxF"	17328
"138xT"	"2xF"	"TxFxF"	16428
"32x10"	"500x8"	"FxFxF"	5552
"32x10"	"500x8"	"FxFxF"	5336
"32x10"	"500x8"	"FxFxF"	5352
"32x10"	"500x8"	"FxFxF"	5180
"32x10"	"500x8"	"FxFxF"	5000
"11148xT"	"5x32"	"TxFxT"	1630152
"11148xT"	"5x32"	"TxFxT"	1026088
"11148xT"	"5x32"	"TxFxT"	973236
"11148xT"	"5x32"	"TxFxT"	944468
"11148xT"	"5x32"	"TxFxT"	1013752
"32xT"	"10xF"	"TxTxF"	4032
"32xT"	"10xF"	"TxTxF"	4260
"32xT"	"10xF"	"TxTxF"	4328
"32xT"	"10xF"	"TxTxF"	4216
"32xT"	"10xF"	"TxTxF"	4320
"597x500"	"50x16"	"FxFxT"	83056
"597x500"	"50x16"	"FxFxT"	82400
"597x500"	"50x16"	"FxFxT"	75824
"597x500"	"50x16"	"FxFxT"	80036
"597x500"	"50x16"	"FxFxT"	77612
"597x10"	"10x8"	"TxFxT"	40140
"597x10"	"10x8"	"TxFxT"	41300
"597x10"	"10x8"	"TxFxT"	57780
"597x10"	"10x8"	"TxFxT"	39968
"597x10"	"10x8"	"TxFxT"	40360
"597xF"	"1x16"	"FxFxT"	38580
"597xF"	"1x16"	"FxFxT"	42236
"597xF"	"1x16"	"FxFxT"	34764
"597xF"	"1x16"	"FxFxT"	36180
"597xF"	"1x16"	"FxFxT"	34840
"208064x500"	"5xF"	"TxFxT"	22937836
"208064x500"	"5xF"	"TxFxT"	23757500
"208064x500"	"5xF"	"TxFxT"	23399388
"208064x500"	"5xF"	"TxFxT"	22649668
"208064x500"	"5xF"	"TxFxT"	23423436
"138xF"	"2x32"	"TxFxF"	12912
"138xF"	"2x32"	"TxFxF"	13444
"138xF"	"2x32"	"TxFxF"	18112
"138xF"	"2x32"	"TxFxF"	14980
"138xF"	"2x32"	"TxFxF"	14100
"3883400xT"	"Fx8"	"FxFxF"	1840794900
"3883400xT"	"Fx8"	"FxFxF"	1789854284
"3883400xT"	"Fx8"	"FxFxF"	1819604096
"3883400xT"	"Fx8"	"FxFxF"	1812985672
"3883400xT"	"Fx8"	"FxFxF"	1819492940
"138x500"	"2xF"	"CMOVxTxF"	16360
"138x500"	"2xF"	"CMOVxTxF"	17444
"138x500"	"2xF"	"CMOVxTxF"	19812
"138x500"	"2xF"	"CMOVxTxF"	17896
"138x500"	"2xF"	"CMOVxTxF"	16644
"898885xT"	"Fx16"	"TxFxT"	221370872
"898885xT"	"Fx16"	"TxFxT"	223304832
"898885xT"	"Fx16"	"TxFxT"	215821796
"898885xT"	"Fx16"	"TxFxT"	219899616
"898885xT"	"Fx16"	"TxFxT"	226261004
"138x500"	"5x8"	"FxFxT"	13660
"138x500"	"5x8"	"FxFxT"	12872
"138x500"	"5x8"	"FxFxT"	13488
"138x500"	"5x8"	"FxFxT"	12360
"138x500"	"5x8"	"FxFxT"	12624
"597x500"	"2xF"	"CMOVxTxT"	45136
"597x500"	"2xF"	"CMOVxTxT"	46476
"597x500"	"2xF"	"CMOVxTxT"	42412
"597x500"	"2xF"	"CMOVxTxT"	44320
"597x500"	"2xF"	"CMOVxTxT"	40748
"597x500"	"1x32"	"CMOVxFxF"	58792
"597x500"	"1x32"	"CMOVxFxF"	70300
"597x500"	"1x32"	"CMOVxFxF"	50884
"597x500"	"1x32"	"CMOVxFxF"	51952
"597x500"	"1x32"	"CMOVxFxF"	49372
"208064x500"	"10x16"	"TxTxT"	15049408
"208064x500"	"10x16"	"TxTxT"	16842740
"208064x500"	"10x16"	"TxTxT"	17135588
"208064x500"	"10x16"	"TxTxT"	14974508
"208064x500"	"10x16"	"TxTxT"	16162604
"138xF"	"50x16"	"TxTxF"	23756
"138xF"	"50x16"	"TxTxF"	23312
"138xF"	"50x16"	"TxTxF"	23808
"138xF"	"50x16"	"TxTxF"	23464
"138xF"	"50x16"	"TxTxF"	23256
"11148xT"	"Tx16"	"CMOVxTxT"	3522860
"11148xT"	"Tx16"	"CMOVxTxT"	3050092
"11148xT"	"Tx16"	"CMOVxTxT"	3211428
"11148xT"	"Tx16"	"CMOVxTxT"	3079304
"11148xT"	"Tx16"	"CMOVxTxT"	3069360
"11148x500"	"50x16"	"FxFxF"	2798592
"11148x500"	"50x16"	"FxFxF"	2606812
"11148x500"	"50x16"	"FxFxF"	2651400
"11148x500"	"50x16"	"FxFxF"	2585208
"11148x500"	"50x16"	"FxFxF"	2638676
"48160xT"	"50xF"	"TxTxF"	23440972
"48160xT"	"50xF"	"TxTxF"	22831508
"48160xT"	"50xF"	"TxTxF"	21986356
"48160xT"	"50xF"	"TxTxF"	22930764
"48160xT"	"50xF"	"TxTxF"	22196068
"16777216xF"	"Fx8"	"TxFxT"	504587004
"16777216xF"	"Fx8"	"TxFxT"	508965768
"16777216xF"	"Fx8"	"TxFxT"	504717448
"16777216xF"	"Fx8"	"TxFxT"	507724280
"16777216xF"	"Fx8"	"TxFxT"	505204180
"16777216x10"	"500x32"	"FxFxT"	2218749476
"16777216x10"	"500x32"	"FxFxT"	2217172872
"16777216x10"	"500x32"	"FxFxT"	2220167204
"16777216x10"	"500x32"	"FxFxT"	2227610828
"16777216x10"	"500x32"	"FxFxT"	2215021484
"48160x10"	"500x32"	"FxTxF"	14921544
"48160x10"	"500x32"	"FxTxF"	15014340
"48160x10"	"500x32"	"FxTxF"	14863336
"48160x10"	"500x32"	"FxTxF"	14864776
"48160x10"	"500x32"	"FxTxF"	14896548
"3883400x10"	"50x32"	"FxTxF"	909866404
"3883400x10"	"50x32"	"FxTxF"	951035696
"3883400x10"	"50x32"	"FxTxF"	920580104
"3883400x10"	"50x32"	"FxTxF"	915984788
"3883400x10"	"50x32"	"FxTxF"	918474544
"3883400xT"	"500x8"	"CMOVxFxT"	7067980064
"3883400xT"	"500x8"	"CMOVxFxT"	6956433092
"3883400xT"	"500x8"	"CMOVxFxT"	7050273436
"3883400xT"	"500x8"	"CMOVxFxT"	6949451948
"3883400xT"	"500x8"	"CMOVxFxT"	6956723320
"138x10"	"1x16"	"CMOVxTxT"	6404
"138x10"	"1x16"	"CMOVxTxT"	8360
"138x10"	"1x16"	"CMOVxTxT"	8448
"138x10"	"1x16"	"CMOVxTxT"	6124
"138x10"	"1x16"	"CMOVxTxT"	7660
"3883400x500"	"Tx16"	"CMOVxFxT"	3505010744
"3883400x500"	"Tx16"	"CMOVxFxT"	3625180344
"3883400x500"	"Tx16"	"CMOVxFxT"	3501061340
"3883400x500"	"Tx16"	"CMOVxFxT"	3523329740
"3883400x500"	"Tx16"	"CMOVxFxT"	3503814848
"11148x500"	"10x32"	"FxTxT"	1201092
"11148x500"	"10x32"	"FxTxT"	1123520
"11148x500"	"10x32"	"FxTxT"	1138136
"11148x500"	"10x32"	"FxTxT"	1129452
"11148x500"	"10x32"	"FxTxT"	1145496
"48160xF"	"2x8"	"FxFxF"	6145236
"48160xF"	"2x8"	"FxFxF"	4946432
"48160xF"	"2x8"	"FxFxF"	5454148
"48160xF"	"2x8"	"FxFxF"	5727248
"48160xF"	"2x8"	"FxFxF"	6157512
"208064x10"	"TxF"	"FxTxT"	93137572
"208064x10"	"TxF"	"FxTxT"	93258840
"208064x10"	"TxF"	"FxTxT"	93113888
"208064x10"	"TxF"	"FxTxT"	93506912
"208064x10"	"TxF"	"FxTxT"	93359704
"32xT"	"50x32"	"TxFxT"	3596
"32xT"	"50x32"	"TxFxT"	3712
"32xT"	"50x32"	"TxFxT"	3680
"32xT"	"50x32"	"TxFxT"	3572
"32xT"	"50x32"	"TxFxT"	3616
"3883400xF"	"5xF"	"FxFxF"	1198492528
"3883400xF"	"5xF"	"FxFxF"	1217148928
"3883400xF"	"5xF"	"FxFxF"	1233451140
"3883400xF"	"5xF"	"FxFxF"	1230922288
"3883400xF"	"5xF"	"FxFxF"	1215645568
"138xT"	"2x32"	"FxTxF"	17792
"138xT"	"2x32"	"FxTxF"	18988
"138xT"	"2x32"	"FxTxF"	23816
"138xT"	"2x32"	"FxTxF"	20272
"138xT"	"2x32"	"FxTxF"	19376
"48160xF"	"Fx16"	"TxTxT"	1446600
"48160xF"	"Fx16"	"TxTxT"	1431384
"48160xF"	"Fx16"	"TxTxT"	1422024
"48160xF"	"Fx16"	"TxTxT"	1404780
"48160xF"	"Fx16"	"TxTxT"	1401772
"11148x10"	"5x8"	"CMOVxTxT"	608140
"11148x10"	"5x8"	"CMOVxTxT"	590064
"11148x10"	"5x8"	"CMOVxTxT"	562660
"11148x10"	"5x8"	"CMOVxTxT"	540172
"11148x10"	"5x8"	"CMOVxTxT"	554112
"898885xT"	"2xF"	"FxTxT"	622594084
"898885xT"	"2xF"	"FxTxT"	627960640
"898885xT"	"2xF"	"FxTxT"	640274948
"898885xT"	"2xF"	"FxTxT"	608660624
"898885xT"	"2xF"	"FxTxT"	622611016
"138xT"	"1000xF"	"FxTxT"	22852
"138xT"	"1000xF"	"FxTxT"	23048
"138xT"	"1000xF"	"FxTxT"	22844
"138xT"	"1000xF"	"FxTxT"	22312
"138xT"	"1000xF"	"FxTxT"	22420
"3883400xT"	"1000x8"	"TxTxT"	7431425624
"3883400xT"	"1000x8"	"TxTxT"	7842405132
"3883400xT"	"1000x8"	"TxTxT"	7315970612
"3883400xT"	"1000x8"	"TxTxT"	7250166084
"3883400xT"	"1000x8"	"TxTxT"	7252862416
"138x10"	"1x32"	"FxTxF"	15748
"138x10"	"1x32"	"FxTxF"	18432
"138x10"	"1x32"	"FxTxF"	21052
"138x10"	"1x32"	"FxTxF"	15376
"138x10"	"1x32"	"FxTxF"	20168
"138x500"	"50x8"	"TxTxT"	18488
"138x500"	"50x8"	"TxTxT"	17936
"138x500"	"50x8"	"TxTxT"	17972
"138x500"	"50x8"	"TxTxT"	17512
"138x500"	"50x8"	"TxTxT"	17148
"2580xF"	"10x8"	"TxFxF"	309888
"2580xF"	"10x8"	"TxFxF"	303660
"2580xF"	"10x8"	"TxFxF"	309132
"2580xF"	"10x8"	"TxFxF"	310476
"2580xF"	"10x8"	"TxFxF"	299580
"48160xT"	"500x8"	"TxTxT"	17526036
"48160xT"	"500x8"	"TxTxT"	16514552
"48160xT"	"500x8"	"TxTxT"	16308760
"48160xT"	"500x8"	"TxTxT"	15987016
"48160xT"	"500x8"	"TxTxT"	16025164
"11148xF"	"1x16"	"CMOVxTxF"	656508
"11148xF"	"1x16"	"CMOVxTxF"	639024
"11148xF"	"1x16"	"CMOVxTxF"	646440
"11148xF"	"1x16"	"CMOVxTxF"	701512
"11148xF"	"1x16"	"CMOVxTxF"	655768
"3883400x500"	"10x32"	"CMOVxFxF"	673726732
"3883400x500"	"10x32"	"CMOVxFxF"	627190196
"3883400x500"	"10x32"	"CMOVxFxF"	675218076
"3883400x500"	"10x32"	"CMOVxFxF"	691416948
"3883400x500"	"10x32"	"CMOVxFxF"	640086244
"898885x10"	"2x16"	"FxTxT"	58387628
"898885x10"	"2x16"	"FxTxT"	56728244
"898885x10"	"2x16"	"FxTxT"	63370424
"898885x10"	"2x16"	"FxTxT"	63261284
"898885x10"	"2x16"	"FxTxT"	60046180
"32x10"	"Tx16"	"CMOVxFxF"	4336
"32x10"	"Tx16"	"CMOVxFxF"	4204
"32x10"	"Tx16"	"CMOVxFxF"	4064
"32x10"	"Tx16"	"CMOVxFxF"	3964
"32x10"	"Tx16"	"CMOVxFxF"	3956
"208064x10"	"2x8"	"CMOVxFxF"	13107516
"208064x10"	"2x8"	"CMOVxFxF"	20919480
"208064x10"	"2x8"	"CMOVxFxF"	20552720
"208064x10"	"2x8"	"CMOVxFxF"	19342172
"208064x10"	"2x8"	"CMOVxFxF"	13989436
"16777216xT"	"2x16"	"TxTxT"	15168366620
"16777216xT"	"2x16"	"TxTxT"	17545612920
"16777216xT"	"2x16"	"TxTxT"	15945712848
"16777216xT"	"2x16"	"TxTxT"	17204588576
"16777216xT"	"2x16"	"TxTxT"	14823398712
"16777216x500"	"10xF"	"FxTxT"	2416032752
"16777216x500"	"10xF"	"FxTxT"	2479874204
"16777216x500"	"10xF"	"FxTxT"	2456556724
"16777216x500"	"10xF"	"FxTxT"	2550423952
"16777216x500"	"10xF"	"FxTxT"	2439470260
"3883400xF"	"2x8"	"FxTxT"	244550644
"3883400xF"	"2x8"	"FxTxT"	220044024
"3883400xF"	"2x8"	"FxTxT"	264412184
"3883400xF"	"2x8"	"FxTxT"	255277656
"3883400xF"	"2x8"	"FxTxT"	248319796
"48160x500"	"FxF"	"FxFxT"	5470452
"48160x500"	"FxF"	"FxFxT"	5393200
"48160x500"	"FxF"	"FxFxT"	5269608
"48160x500"	"FxF"	"FxFxT"	5185080
"48160x500"	"FxF"	"FxFxT"	5178088
"2580xF"	"1000x8"	"CMOVxFxT"	464520
"2580xF"	"1000x8"	"CMOVxFxT"	463048
"2580xF"	"1000x8"	"CMOVxFxT"	454964
"2580xF"	"1000x8"	"CMOVxFxT"	454756
"2580xF"	"1000x8"	"CMOVxFxT"	461692
"898885xT"	"1xF"	"TxTxT"	606972884
"898885xT"	"1xF"	"TxTxT"	597778052
"898885xT"	"1xF"	"TxTxT"	600648428
"898885xT"	"1xF"	"TxTxT"	618951040
"898885xT"	"1xF"	"TxTxT"	605967124
"11148x10"	"500x32"	"CMOVxFxT"	1431528
"11148x10"	"500x32"	"CMOVxFxT"	1438856
"11148x10"	"500x32"	"CMOVxFxT"	1496688
"11148x10"	"500x32"	"CMOVxFxT"	1478364
"11148x10"	"500x32"	"CMOVxFxT"	1485376
"11148x500"	"1x16"	"TxTxF"	725620
"11148x500"	"1x16"	"TxTxF"	676852
"11148x500"	"1x16"	"TxTxF"	680444
"11148x500"	"1x16"	"TxTxF"	736924
"11148x500"	"1x16"	"TxTxF"	709400
"2580xT"	"1000xF"	"CMOVxFxT"	481812
"2580xT"	"1000xF"	"CMOVxFxT"	479096
"2580xT"	"1000xF"	"CMOVxFxT"	474788
"2580xT"	"1000xF"	"CMOVxFxT"	471968
"2580xT"	"1000xF"	"CMOVxFxT"	476304
"32xF"	"1000x32"	"FxTxF"	5320
"32xF"	"1000x32"	"FxTxF"	5052
"32xF"	"1000x32"	"FxTxF"	5152
"32xF"	"1000x32"	"FxTxF"	5060
"32xF"	"1000x32"	"FxTxF"	4980
"11148xT"	"50x8"	"FxTxT"	2139192
"11148xT"	"50x8"	"FxTxT"	1894808
"11148xT"	"50x8"	"FxTxT"	1602352
"11148xT"	"50x8"	"FxTxT"	1543828
"11148xT"	"50x8"	"FxTxT"	1526132
"11148x500"	"2x8"	"TxFxT"	624024
"11148x500"	"2x8"	"TxFxT"	599276
"11148x500"	"2x8"	"TxFxT"	447220
"11148x500"	"2x8"	"TxFxT"	472588
"11148x500"	"2x8"	"TxFxT"	595240
"898885x10"	"100x8"	"TxFxF"	182266608
"898885x10"	"100x8"	"TxFxF"	180351284
"898885x10"	"100x8"	"TxFxF"	185198548
"898885x10"	"100x8"	"TxFxF"	186135496
"898885x10"	"100x8"	"TxFxF"	186241312
"11148xT"	"TxF"	"TxFxF"	3888052
"11148xT"	"TxF"	"TxFxF"	3909548
"11148xT"	"TxF"	"TxFxF"	4338252
"11148xT"	"TxF"	"TxFxF"	4508188
"11148xT"	"TxF"	"TxFxF"	4448856
"2580xT"	"100x32"	"CMOVxTxF"	595780
"2580xT"	"100x32"	"CMOVxTxF"	587208
"2580xT"	"100x32"	"CMOVxTxF"	586672
"2580xT"	"100x32"	"CMOVxTxF"	588760
"2580xT"	"100x32"	"CMOVxTxF"	580188
"208064xT"	"100x32"	"TxTxT"	104792584
"208064xT"	"100x32"	"TxTxT"	104002768
"208064xT"	"100x32"	"TxTxT"	106035868
"208064xT"	"100x32"	"TxTxT"	103151016
"208064xT"	"100x32"	"TxTxT"	104167724
"48160x500"	"Fx32"	"TxTxF"	3464776
"48160x500"	"Fx32"	"TxTxF"	3295528
"48160x500"	"Fx32"	"TxTxF"	3234272
"48160x500"	"Fx32"	"TxTxF"	3177296
"48160x500"	"Fx32"	"TxTxF"	3167948
"16777216xT"	"Fx16"	"FxFxT"	8626060436
"16777216xT"	"Fx16"	"FxFxT"	8640924552
"16777216xT"	"Fx16"	"FxFxT"	8638131056
"16777216xT"	"Fx16"	"FxFxT"	8648879480
"16777216xT"	"Fx16"	"FxFxT"	8619312392
"2580xF"	"1x8"	"FxFxF"	308020
"2580xF"	"1x8"	"FxFxF"	226696
"2580xF"	"1x8"	"FxFxF"	222864
"2580xF"	"1x8"	"FxFxF"	241020
"2580xF"	"1x8"	"FxFxF"	277764
"597xT"	"1x16"	"TxFxF"	48476
"597xT"	"1x16"	"TxFxF"	60956
"597xT"	"1x16"	"TxFxF"	40880
"597xT"	"1x16"	"TxFxF"	44404
"597xT"	"1x16"	"TxFxF"	41156
"208064xT"	"1000x16"	"FxFxF"	165105580
"208064xT"	"1000x16"	"FxFxF"	166242560
"208064xT"	"1000x16"	"FxFxF"	166302404
"208064xT"	"1000x16"	"FxFxF"	165471916
"208064xT"	"1000x16"	"FxFxF"	165283224
"48160xF"	"10x16"	"CMOVxFxF"	6132308
"48160xF"	"10x16"	"CMOVxFxF"	6724816
"48160xF"	"10x16"	"CMOVxFxF"	5677208
"48160xF"	"10x16"	"CMOVxFxF"	6672960
"48160xF"	"10x16"	"CMOVxFxF"	6336880
"3883400x500"	"500x8"	"CMOVxTxF"	1014008768
"3883400x500"	"500x8"	"CMOVxTxF"	1016139772
"3883400x500"	"500x8"	"CMOVxTxF"	1010550696
"3883400x500"	"500x8"	"CMOVxTxF"	1007426264
"3883400x500"	"500x8"	"CMOVxTxF"	1004411056
"3883400xT"	"500x32"	"TxFxT"	6973682336
"3883400xT"	"500x32"	"TxFxT"	7094730484
"3883400xT"	"500x32"	"TxFxT"	7101167308
"3883400xT"	"500x32"	"TxFxT"	7091808984
"3883400xT"	"500x32"	"TxFxT"	7028677388
"32x10"	"Fx8"	"FxTxF"	2820
"32x10"	"Fx8"	"FxTxF"	2736
"32x10"	"Fx8"	"FxTxF"	2732
"32x10"	"Fx8"	"FxTxF"	2656
"32x10"	"Fx8"	"FxTxF"	2556
"48160xF"	"Tx32"	"TxFxT"	15777340
"48160xF"	"Tx32"	"TxFxT"	15852888
"48160xF"	"Tx32"	"TxFxT"	15858604
"48160xF"	"Tx32"	"TxFxT"	15787852
"48160xF"	"Tx32"	"TxFxT"	15786084
"48160x10"	"10xF"	"FxFxF"	12112996
"48160x10"	"10xF"	"FxFxF"	12249284
"48160x10"	"10xF"	"FxFxF"	11636332
"48160x10"	"10xF"	"FxFxF"	12271304
"48160x10"	"10xF"	"FxFxF"	12164912
"597x10"	"5x32"	"FxFxT"	47600
"597x10"	"5x32"	"FxFxT"	48540
"597x10"	"5x32"	"FxFxT"	53288
"597x10"	"5x32"	"FxFxT"	53972
"597x10"	"5x32"	"FxFxT"	47236
"138x10"	"1000x32"	"FxFxF"	29044
"138x10"	"1000x32"	"FxFxF"	28880
"138x10"	"1000x32"	"FxFxF"	28564
"138x10"	"1000x32"	"FxFxF"	28584
"138x10"	"1000x32"	"FxFxF"	28416
"138xF"	"500x32"	"TxTxT"	19932
"138xF"	"500x32"	"TxTxT"	20016
"138xF"	"500x32"	"TxTxT"	19780
"138xF"	"500x32"	"TxTxT"	19644
"138xF"	"500x32"	"TxTxT"	19416
"2580x10"	"2x32"	"CMOVxFxF"	273000
"2580x10"	"2x32"	"CMOVxFxF"	206732
"2580x10"	"2x32"	"CMOVxFxF"	277852
"2580x10"	"2x32"	"CMOVxFxF"	306692
"2580x10"	"2x32"	"CMOVxFxF"	297388
"2580x10"	"500xF"	"TxFxT"	411788
"2580x10"	"500xF"	"TxFxT"	403480
"2580x10"	"500xF"	"TxFxT"	402280
"2580x10"	"500xF"	"TxFxT"	402560
"2580x10"	"500xF"	"TxFxT"	401832
"48160xT"	"10xF"	"CMOVxTxF"	21233516
"48160xT"	"10xF"	"CMOVxTxF"	20947596
"48160xT"	"10xF"	"CMOVxTxF"	19323868
"48160xT"	"10xF"	"CMOVxTxF"	20340032
"48160xT"	"10xF"	"CMOVxTxF"	20302708
"208064x500"	"5x16"	"CMOVxFxT"	13764536
"208064x500"	"5x16"	"CMOVxFxT"	15401320
"208064x500"	"5x16"	"CMOVxFxT"	14588264
"208064x500"	"5x16"	"CMOVxFxT"	13788020
"208064x500"	"5x16"	"CMOVxFxT"	14700440
"32xF"	"2x8"	"CMOVxFxT"	2516
"32xF"	"2x8"	"CMOVxFxT"	2344
"32xF"	"2x8"	"CMOVxFxT"	2176
"32xF"	"2x8"	"CMOVxFxT"	2376
"32xF"	"2x8"	"CMOVxFxT"	2420
"208064xT"	"1x8"	"CMOVxTxT"	38016516
"208064xT"	"1x8"	"CMOVxTxT"	51156980
"208064xT"	"1x8"	"CMOVxTxT"	57863892
"208064xT"	"1x8"	"CMOVxTxT"	47203284
"208064xT"	"1x8"	"CMOVxTxT"	43652644
"2580xT"	"TxF"	"TxTxT"	583060
"2580xT"	"TxF"	"TxTxT"	559916
"2580xT"	"TxF"	"TxTxT"	570652
"2580xT"	"TxF"	"TxTxT"	565112
"2580xT"	"TxF"	"TxTxT"	557868
"32xF"	"1000xF"	"TxFxF"	4412
"32xF"	"1000xF"	"TxFxF"	4224
"32xF"	"1000xF"	"TxFxF"	4244
"32xF"	"1000xF"	"TxFxF"	4068
"32xF"	"1000xF"	"TxFxF"	4108
"11148xF"	"5x8"	"TxFxT"	564980
"11148xF"	"5x8"	"TxFxT"	549724
"11148xF"	"5x8"	"TxFxT"	520392
"11148xF"	"5x8"	"TxFxT"	503880
"11148xF"	"5x8"	"TxFxT"	514020
"48160xF"	"500xF"	"CMOVxTxF"	13905288
"48160xF"	"500xF"	"CMOVxTxF"	13888368
"48160xF"	"500xF"	"CMOVxTxF"	13758636
"48160xF"	"500xF"	"CMOVxTxF"	13787892
"48160xF"	"500xF"	"CMOVxTxF"	13807284
"16777216x500"	"500xF"	"CMOVxFxF"	6478133508
"16777216x500"	"500xF"	"CMOVxFxF"	6476509168
"16777216x500"	"500xF"	"CMOVxFxF"	6483959572
"16777216x500"	"500xF"	"CMOVxFxF"	6486924052
"16777216x500"	"500xF"	"CMOVxFxF"	6453018336
"208064x10"	"FxF"	"FxFxF"	50275332
"208064x10"	"FxF"	"FxFxF"	50333644
"208064x10"	"FxF"	"FxFxF"	50304476
"208064x10"	"FxF"	"FxFxF"	50404216
"208064x10"	"FxF"	"FxFxF"	50283604
"597xT"	"500x16"	"FxTxT"	121404
"597xT"	"500x16"	"FxTxT"	120252
"597xT"	"500x16"	"FxTxT"	120284
"597xT"	"500x16"	"FxTxT"	119608
"597xT"	"500x16"	"FxTxT"	118588
"208064x500"	"1000x16"	"CMOVxFxF"	62817236
"208064x500"	"1000x16"	"CMOVxFxF"	63571116
"208064x500"	"1000x16"	"CMOVxFxF"	63285356
"208064x500"	"1000x16"	"CMOVxFxF"	62588476
"208064x500"	"1000x16"	"CMOVxFxF"	62954968
"11148x10"	"100x16"	"TxTxF"	2330252
"11148x10"	"100x16"	"TxTxF"	2282844
"11148x10"	"100x16"	"TxTxF"	2307616
"11148x10"	"100x16"	"TxTxF"	2261476
"11148x10"	"100x16"	"TxTxF"	2300312
"3883400x500"	"50x8"	"FxTxF"	795982336
"3883400x500"	"50x8"	"FxTxF"	837471944
"3883400x500"	"50x8"	"FxTxF"	806551060
"3883400x500"	"50x8"	"FxTxF"	801248404
"3883400x500"	"50x8"	"FxTxF"	804204020
"597xF"	"1000x8"	"TxFxF"	127596
"597xF"	"1000x8"	"TxFxF"	126832
"597xF"	"1000x8"	"TxFxF"	126300
"597xF"	"1000x8"	"TxFxF"	126216
"597xF"	"1000x8"	"TxFxF"	126676
"3883400x500"	"2x16"	"FxFxF"	524454276
"3883400x500"	"2x16"	"FxFxF"	465649044
"3883400x500"	"2x16"	"FxFxF"	574600504
"3883400x500"	"2x16"	"FxFxF"	552470324
"3883400x500"	"2x16"	"FxFxF"	532961640
"597xF"	"1x8"	"TxTxF"	38064
"597xF"	"1x8"	"TxTxF"	50040
"597xF"	"1x8"	"TxTxF"	30608
"597xF"	"1x8"	"TxTxF"	34304
"597xF"	"1x8"	"TxTxF"	31684
"48160x10"	"5x8"	"FxTxT"	3541192
"48160x10"	"5x8"	"FxTxT"	3675548
"48160x10"	"5x8"	"FxTxT"	3142536
"48160x10"	"5x8"	"FxTxT"	3547704
"48160x10"	"5x8"	"FxTxT"	3335688
"3883400xF"	"Fx32"	"TxFxT"	168551604
"3883400xF"	"Fx32"	"TxFxT"	167968224
"3883400xF"	"Fx32"	"TxFxT"	168184516
"3883400xF"	"Fx32"	"TxFxT"	167586260
"3883400xF"	"Fx32"	"TxFxT"	167586044
"208064xF"	"Tx32"	"CMOVxFxT"	92524656
"208064xF"	"Tx32"	"CMOVxFxT"	93362624
"208064xF"	"Tx32"	"CMOVxFxT"	88720596
"208064xF"	"Tx32"	"CMOVxFxT"	89025268
"208064xF"	"Tx32"	"CMOVxFxT"	88434176
"208064xT"	"10x16"	"TxTxF"	89774712
"208064xT"	"10x16"	"TxTxF"	96058588
"208064xT"	"10x16"	"TxTxF"	94656516
"208064xT"	"10x16"	"TxTxF"	83313852
