"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Count
"38452xF"	"500x16"	"FxFxT"	421384
"38452xF"	"500x16"	"FxFxT"	426123
"38452xF"	"500x16"	"FxFxT"	424789
"1313xF"	"50x32"	"TxFxT"	10173
"1313xF"	"50x32"	"TxFxT"	10240
"1313xF"	"50x32"	"TxFxT"	9759
"1313xF"	"50x32"	"TxFxT"	10362
"1313xF"	"50x32"	"TxFxT"	10345
"16777216xF"	"1000x8"	"FxFxT"	196454905
"16777216xF"	"1000x8"	"FxFxT"	196903273
"16777216xF"	"1000x8"	"FxFxT"	197061910
"16777216xF"	"1000x8"	"FxFxT"	196467251
"16777216xF"	"1000x8"	"FxFxT"	195754151
"340xF"	"500x32"	"FxFxT"	2486
"340xF"	"500x32"	"FxFxT"	2490
"340xF"	"500x32"	"FxFxT"	2464
"340xF"	"500x32"	"FxFxT"	2475
"340xF"	"500x32"	"FxFxT"	2456
"7106xF"	"50x32"	"FxFxT"	59182
"7106xF"	"50x32"	"FxFxT"	57295
"7106xF"	"50x32"	"FxFxT"	59933
"7106xF"	"50x32"	"FxFxT"	61197
"7106xF"	"50x32"	"FxFxT"	60275
"2580xF"	"500x16"	"TxFxT"	25572
"2580xF"	"500x16"	"TxFxT"	25205
"2580xF"	"500x16"	"TxFxT"	25259
"2580xF"	"500x16"	"TxFxT"	25311
"2580xF"	"500x16"	"TxFxT"	25377
"477xF"	"Fx32"	"FxFxT"	1139
"477xF"	"Fx32"	"FxFxT"	1139
"477xF"	"Fx32"	"FxFxT"	1139
"477xF"	"Fx32"	"FxFxT"	1139
"477xF"	"Fx32"	"FxFxT"	1139
"408797xF"	"500xF"	"TxFxT"	5581141
"408797xF"	"500xF"	"TxFxT"	5582362
"408797xF"	"500xF"	"TxFxT"	5610041
"408797xF"	"500xF"	"TxFxT"	5604815
"408797xF"	"500xF"	"TxFxT"	5589528
"2212005xF"	"100x16"	"FxFxT"	19310330
"2212005xF"	"100x16"	"FxFxT"	19415752
"2212005xF"	"100x16"	"FxFxT"	19005481
"2212005xF"	"100x16"	"FxFxT"	19409708
"2212005xF"	"100x16"	"FxFxT"	19293705
"32xF"	"5x8"	"FxFxT"	108
"32xF"	"5x8"	"FxFxT"	102
"32xF"	"5x8"	"FxFxT"	101
"32xF"	"5x8"	"FxFxT"	122
"32xF"	"5x8"	"FxFxT"	122
"573012xF"	"50xF"	"FxFxT"	6946590
"573012xF"	"50xF"	"FxFxT"	6974229
"573012xF"	"50xF"	"FxFxT"	6947871
"573012xF"	"50xF"	"FxFxT"	7002206
"573012xF"	"50xF"	"FxFxT"	6979345
"243xF"	"1x32"	"TxFxT"	684
"243xF"	"1x32"	"TxFxT"	727
"243xF"	"1x32"	"TxFxT"	658
"243xF"	"1x32"	"TxFxT"	790
"243xF"	"1x32"	"TxFxT"	834
"937xF"	"1x8"	"FxFxT"	2635
"937xF"	"1x8"	"FxFxT"	2146
"937xF"	"1x8"	"FxFxT"	2162
"937xF"	"1x8"	"FxFxT"	3009
"937xF"	"1x8"	"FxFxT"	1688
"27432xF"	"TxF"	"FxFxT"	370285
"27432xF"	"TxF"	"FxFxT"	370202
"27432xF"	"TxF"	"FxFxT"	370427
"27432xF"	"TxF"	"FxFxT"	370183
"27432xF"	"TxF"	"FxFxT"	370272
"408797xF"	"1xF"	"FxFxT"	4195343
"408797xF"	"1xF"	"FxFxT"	3836520
"408797xF"	"1xF"	"FxFxT"	3974093
"408797xF"	"1xF"	"FxFxT"	3987441
"408797xF"	"1xF"	"FxFxT"	3836136
"88xF"	"1000xF"	"FxFxT"	453
"88xF"	"1000xF"	"FxFxT"	459
"88xF"	"1000xF"	"FxFxT"	459
"88xF"	"1000xF"	"FxFxT"	463
"88xF"	"1000xF"	"FxFxT"	464
"668xF"	"100xF"	"TxFxT"	5098
"668xF"	"100xF"	"TxFxT"	5072
"668xF"	"100xF"	"TxFxT"	5050
"668xF"	"100xF"	"TxFxT"	5067
"668xF"	"100xF"	"TxFxT"	5035
"1841xF"	"TxF"	"TxFxT"	17654
"1841xF"	"TxF"	"TxFxT"	17705
"1841xF"	"TxF"	"TxFxT"	17752
"1841xF"	"TxF"	"TxFxT"	17763
"1841xF"	"TxF"	"TxFxT"	17757
"3617xF"	"10xF"	"TxFxT"	25585
"3617xF"	"10xF"	"TxFxT"	27116
"3617xF"	"10xF"	"TxFxT"	27521
"3617xF"	"10xF"	"TxFxT"	27614
"3617xF"	"10xF"	"TxFxT"	27332
"5070xF"	"50x16"	"TxFxT"	41663
"5070xF"	"50x16"	"TxFxT"	39481
"5070xF"	"50x16"	"TxFxT"	39441
"5070xF"	"50x16"	"TxFxT"	38848
"5070xF"	"50x16"	"TxFxT"	40530
"1578085xF"	"100xF"	"FxFxT"	20962311
"1578085xF"	"100xF"	"FxFxT"	20997174
"1578085xF"	"100xF"	"FxFxT"	21085340
"1578085xF"	"100xF"	"FxFxT"	21048455
"1578085xF"	"100xF"	"FxFxT"	21056220
"16777216xF"	"10x16"	"TxFxT"	90394396
"16777216xF"	"10x16"	"TxFxT"	90757845
"16777216xF"	"10x16"	"TxFxT"	92166197
"16777216xF"	"10x16"	"TxFxT"	97649205
"16777216xF"	"10x16"	"TxFxT"	83443168
"208064xF"	"1x16"	"TxFxT"	517148
"208064xF"	"1x16"	"TxFxT"	769163
"208064xF"	"1x16"	"TxFxT"	897401
"208064xF"	"1x16"	"TxFxT"	693935
"208064xF"	"1x16"	"TxFxT"	644174
"3100571xF"	"1x32"	"FxFxT"	12971449
"3100571xF"	"1x32"	"FxFxT"	9966780
"3100571xF"	"1x32"	"FxFxT"	7306957
"3100571xF"	"1x32"	"FxFxT"	11472400
"3100571xF"	"1x32"	"FxFxT"	10922259
"75549xF"	"2x16"	"FxFxT"	255797
"75549xF"	"2x16"	"FxFxT"	300460
"75549xF"	"2x16"	"FxFxT"	347959
"75549xF"	"2x16"	"FxFxT"	283141
"75549xF"	"2x16"	"FxFxT"	336692
"2580xF"	"1x16"	"FxFxT"	9094
"2580xF"	"1x16"	"FxFxT"	5168
"2580xF"	"1x16"	"FxFxT"	5017
"2580xF"	"1x16"	"FxFxT"	5923
"2580xF"	"1x16"	"FxFxT"	7705
"19571xF"	"10xF"	"FxFxT"	162309
"19571xF"	"10xF"	"FxFxT"	168934
"19571xF"	"10xF"	"FxFxT"	163151
"19571xF"	"10xF"	"FxFxT"	166036
"19571xF"	"10xF"	"FxFxT"	161565
"8539032xF"	"FxF"	"TxFxT"	98037556
"8539032xF"	"FxF"	"TxFxT"	98037556
"8539032xF"	"FxF"	"TxFxT"	98037556
"8539032xF"	"FxF"	"TxFxT"	98037556
"8539032xF"	"FxF"	"TxFxT"	98037556
"4346076xF"	"10x8"	"FxFxT"	23184851
"4346076xF"	"10x8"	"FxFxT"	21404624
"4346076xF"	"10x8"	"FxFxT"	21702854
"4346076xF"	"10x8"	"FxFxT"	22785925
"4346076xF"	"10x8"	"FxFxT"	23286597
"1313xF"	"Tx16"	"FxFxT"	12268
"1313xF"	"Tx16"	"FxFxT"	12232
"1313xF"	"Tx16"	"FxFxT"	12185
"1313xF"	"Tx16"	"FxFxT"	12181
"1313xF"	"Tx16"	"FxFxT"	12208
"340xF"	"5xF"	"TxFxT"	1680
"340xF"	"5xF"	"TxFxT"	1885
"340xF"	"5xF"	"TxFxT"	1877
"340xF"	"5xF"	"TxFxT"	1757
"340xF"	"5xF"	"TxFxT"	1753
"32xF"	"Tx8"	"TxFxT"	138
"32xF"	"Tx8"	"TxFxT"	131
"32xF"	"Tx8"	"TxFxT"	135
"32xF"	"Tx8"	"TxFxT"	137
"32xF"	"Tx8"	"TxFxT"	137
"173xF"	"1000xF"	"TxFxT"	1082
"173xF"	"1000xF"	"TxFxT"	1066
"173xF"	"1000xF"	"TxFxT"	1082
"173xF"	"1000xF"	"TxFxT"	1083
"173xF"	"1000xF"	"TxFxT"	1088
"208064xF"	"50x8"	"FxFxT"	1574249
"208064xF"	"50x8"	"FxFxT"	1585489
"208064xF"	"50x8"	"FxFxT"	1589527
"208064xF"	"50x8"	"FxFxT"	1554502
"208064xF"	"50x8"	"FxFxT"	1622388
"148437xF"	"500xF"	"FxFxT"	1901584
"148437xF"	"500xF"	"FxFxT"	1899548
"148437xF"	"500xF"	"FxFxT"	1900399
"148437xF"	"500xF"	"FxFxT"	1896600
"148437xF"	"500xF"	"FxFxT"	1906687
"573012xF"	"1x8"	"TxFxT"	1545587
"573012xF"	"1x8"	"TxFxT"	1869909
"573012xF"	"1x8"	"TxFxT"	1140966
"573012xF"	"1x8"	"TxFxT"	1004619
"573012xF"	"1x8"	"TxFxT"	1826022
"7106xF"	"1xF"	"TxFxT"	46905
"7106xF"	"1xF"	"TxFxT"	46559
"7106xF"	"1xF"	"TxFxT"	45731
"7106xF"	"1xF"	"TxFxT"	45882
"7106xF"	"1xF"	"TxFxT"	49224
"937xF"	"500x8"	"TxFxT"	8265
"937xF"	"500x8"	"TxFxT"	8267
"937xF"	"500x8"	"TxFxT"	8267
"937xF"	"500x8"	"TxFxT"	8232
"937xF"	"500x8"	"TxFxT"	8347
"45xF"	"1000x16"	"FxFxT"	191
"45xF"	"1000x16"	"FxFxT"	200
"45xF"	"1000x16"	"FxFxT"	199
"45xF"	"1000x16"	"FxFxT"	201
"45xF"	"1000x16"	"FxFxT"	199
"291643xF"	"2x32"	"FxFxT"	1264232
"291643xF"	"2x32"	"FxFxT"	1359480
"291643xF"	"2x32"	"FxFxT"	877827
"291643xF"	"2x32"	"FxFxT"	1162143
"291643xF"	"2x32"	"FxFxT"	1037400
"5070xF"	"Tx8"	"FxFxT"	58147
"5070xF"	"Tx8"	"FxFxT"	58143
"5070xF"	"Tx8"	"FxFxT"	58169
"5070xF"	"Tx8"	"FxFxT"	58141
"5070xF"	"Tx8"	"FxFxT"	58087
"45xF"	"10x32"	"TxFxT"	178
"45xF"	"10x32"	"TxFxT"	186
"45xF"	"10x32"	"TxFxT"	170
"45xF"	"10x32"	"TxFxT"	170
"45xF"	"10x32"	"TxFxT"	180
"803192xF"	"10x16"	"FxFxT"	4832734
"803192xF"	"10x16"	"FxFxT"	4844044
"803192xF"	"10x16"	"FxFxT"	4436205
"803192xF"	"10x16"	"FxFxT"	4546205
"803192xF"	"10x16"	"FxFxT"	5043331
"291643xF"	"1000x32"	"TxFxT"	3647973
"291643xF"	"1000x32"	"TxFxT"	3650277
"291643xF"	"1000x32"	"TxFxT"	3652962
"291643xF"	"1000x32"	"TxFxT"	3650146
"291643xF"	"1000x32"	"TxFxT"	3650616
"243xF"	"50x16"	"FxFxT"	1563
"243xF"	"50x16"	"FxFxT"	1539
"243xF"	"50x16"	"FxFxT"	1485
"243xF"	"50x16"	"FxFxT"	1528
"243xF"	"50x16"	"FxFxT"	1515
"1578085xF"	"2x8"	"TxFxT"	4885866
"1578085xF"	"2x8"	"TxFxT"	4475057
"1578085xF"	"2x8"	"TxFxT"	4439460
"1578085xF"	"2x8"	"TxFxT"	5836264
"1578085xF"	"2x8"	"TxFxT"	3529252
"3100571xF"	"500x32"	"TxFxT"	36760426
"3100571xF"	"500x32"	"TxFxT"	37024569
"3100571xF"	"500x32"	"TxFxT"	36964960
"3100571xF"	"500x32"	"TxFxT"	37022221
"3100571xF"	"500x32"	"TxFxT"	36788175
"6091903xF"	"2xF"	"TxFxT"	71162903
"6091903xF"	"2xF"	"TxFxT"	73850042
"6091903xF"	"2xF"	"TxFxT"	72171239
"6091903xF"	"2xF"	"TxFxT"	72587928
"6091903xF"	"2xF"	"TxFxT"	74625938
"11969176xF"	"500x8"	"FxFxT"	130130223
"11969176xF"	"500x8"	"FxFxT"	130609546
"11969176xF"	"500x8"	"FxFxT"	130130878
"11969176xF"	"500x8"	"FxFxT"	130523742
"11969176xF"	"500x8"	"FxFxT"	130185902
"9961xF"	"Tx32"	"TxFxT"	121542
"9961xF"	"Tx32"	"TxFxT"	121563
"9961xF"	"Tx32"	"TxFxT"	121607
"9961xF"	"Tx32"	"TxFxT"	121574
"9961xF"	"Tx32"	"TxFxT"	121549
"124xF"	"Fx8"	"FxFxT"	159
"124xF"	"Fx8"	"FxFxT"	159
"124xF"	"Fx8"	"FxFxT"	159
"124xF"	"Fx8"	"FxFxT"	159
"124xF"	"Fx8"	"FxFxT"	159
"1125835xF"	"5x16"	"FxFxT"	4496819
"1125835xF"	"5x16"	"FxFxT"	4913698
"1125835xF"	"5x16"	"FxFxT"	4336078
"1125835xF"	"5x16"	"FxFxT"	5026213
"1125835xF"	"5x16"	"FxFxT"	3337165
"27432xF"	"50x8"	"TxFxT"	212283
"27432xF"	"50x8"	"TxFxT"	215796
"27432xF"	"50x8"	"TxFxT"	212407
"27432xF"	"50x8"	"TxFxT"	214182
"27432xF"	"50x8"	"TxFxT"	214556
"2212005xF"	"2x32"	"TxFxT"	8424557
"2212005xF"	"2x32"	"TxFxT"	9680901
"2212005xF"	"2x32"	"TxFxT"	8328753
"2212005xF"	"2x32"	"TxFxT"	10267303
"2212005xF"	"2x32"	"TxFxT"	8924491
"9961xF"	"5x32"	"FxFxT"	55319
"9961xF"	"5x32"	"FxFxT"	56070
"9961xF"	"5x32"	"FxFxT"	47856
"9961xF"	"5x32"	"FxFxT"	53175
"9961xF"	"5x32"	"FxFxT"	47884
"8539032xF"	"10x32"	"FxFxT"	45684300
"8539032xF"	"10x32"	"FxFxT"	41407623
"8539032xF"	"10x32"	"FxFxT"	53366939
"8539032xF"	"10x32"	"FxFxT"	45808394
"8539032xF"	"10x32"	"FxFxT"	50456926
"105897xF"	"100x8"	"FxFxT"	928806
"105897xF"	"100x8"	"FxFxT"	914287
"105897xF"	"100x8"	"FxFxT"	901992
"105897xF"	"100x8"	"FxFxT"	909309
"105897xF"	"100x8"	"FxFxT"	934994
"63xF"	"1000x8"	"TxFxT"	333
"63xF"	"1000x8"	"TxFxT"	325
"63xF"	"1000x8"	"TxFxT"	331
"63xF"	"1000x8"	"TxFxT"	334
"63xF"	"1000x8"	"TxFxT"	330
"13962xF"	"50xF"	"TxFxT"	132762
"13962xF"	"50xF"	"TxFxT"	134249
"13962xF"	"50xF"	"TxFxT"	132046
"13962xF"	"50xF"	"TxFxT"	132736
"13962xF"	"50xF"	"TxFxT"	131010
"6091903xF"	"1000x8"	"TxFxT"	73593530
"6091903xF"	"1000x8"	"TxFxT"	73604896
"6091903xF"	"1000x8"	"TxFxT"	73859234
"6091903xF"	"1000x8"	"TxFxT"	73638166
"6091903xF"	"1000x8"	"TxFxT"	73502354
"32xF"	"1x16"	"TxFxT"	90
"32xF"	"1x16"	"TxFxT"	84
"32xF"	"1x16"	"TxFxT"	87
"32xF"	"1x16"	"TxFxT"	89
"32xF"	"1x16"	"TxFxT"	92
"88xF"	"50x16"	"FxFxT"	460
"88xF"	"50x16"	"FxFxT"	467
"88xF"	"50x16"	"FxFxT"	442
"88xF"	"50x16"	"FxFxT"	469
"88xF"	"50x16"	"FxFxT"	455
"477xF"	"100x32"	"TxFxT"	3482
"477xF"	"100x32"	"TxFxT"	3482
"477xF"	"100x32"	"TxFxT"	3469
"477xF"	"100x32"	"TxFxT"	3386
"477xF"	"100x32"	"TxFxT"	3457
"11969176xF"	"5x8"	"TxFxT"	51243683
"11969176xF"	"5x8"	"TxFxT"	51392022
"11969176xF"	"5x8"	"TxFxT"	50317070
"11969176xF"	"5x8"	"TxFxT"	49067646
"11969176xF"	"5x8"	"TxFxT"	47403152
"937xF"	"Tx16"	"FxFxT"	8196
"937xF"	"Tx16"	"FxFxT"	8211
"937xF"	"Tx16"	"FxFxT"	8199
"937xF"	"Tx16"	"FxFxT"	8179
"937xF"	"Tx16"	"FxFxT"	8224
"5070xF"	"500x8"	"FxFxT"	51574
"5070xF"	"500x8"	"FxFxT"	52004
"5070xF"	"500x8"	"FxFxT"	51896
"5070xF"	"500x8"	"FxFxT"	51775
"5070xF"	"500x8"	"FxFxT"	51584
"9961xF"	"Fx16"	"FxFxT"	15825
"9961xF"	"Fx16"	"FxFxT"	15825
"9961xF"	"Fx16"	"FxFxT"	15825
"9961xF"	"Fx16"	"FxFxT"	15825
"9961xF"	"Fx16"	"FxFxT"	15825
"1125835xF"	"2x8"	"TxFxT"	1891553
"1125835xF"	"2x8"	"TxFxT"	2936076
"1125835xF"	"2x8"	"TxFxT"	3378880
"1125835xF"	"2x8"	"TxFxT"	3029124
"1125835xF"	"2x8"	"TxFxT"	2563210
"88xF"	"1x8"	"TxFxT"	189
"88xF"	"1x8"	"TxFxT"	278
"88xF"	"1x8"	"TxFxT"	209
"88xF"	"1x8"	"TxFxT"	366
"88xF"	"1x8"	"TxFxT"	171
"7106xF"	"5x32"	"FxFxT"	36214
"7106xF"	"5x32"	"FxFxT"	33708
"7106xF"	"5x32"	"FxFxT"	35602
"7106xF"	"5x32"	"FxFxT"	38212
"7106xF"	"5x32"	"FxFxT"	39887
"11969176xF"	"500x16"	"FxFxT"	134534534
"11969176xF"	"500x16"	"FxFxT"	135008546
"11969176xF"	"500x16"	"FxFxT"	134537861
"11969176xF"	"500x16"	"FxFxT"	134925825
"11969176xF"	"500x16"	"FxFxT"	134590096
"1313xF"	"1x8"	"FxFxT"	4651
"1313xF"	"1x8"	"FxFxT"	2586
"1313xF"	"1x8"	"FxFxT"	2435
"1313xF"	"1x8"	"FxFxT"	3417
"1313xF"	"1x8"	"FxFxT"	4814
"7106xF"	"Tx8"	"TxFxT"	84417
"7106xF"	"Tx8"	"TxFxT"	84433
"7106xF"	"Tx8"	"TxFxT"	84422
"7106xF"	"Tx8"	"TxFxT"	84456
"7106xF"	"Tx8"	"TxFxT"	84447
"8539032xF"	"100x32"	"FxFxT"	78022706
"8539032xF"	"100x32"	"FxFxT"	77506671
"8539032xF"	"100x32"	"FxFxT"	77851915
"8539032xF"	"100x32"	"FxFxT"	77354091
"8539032xF"	"100x32"	"FxFxT"	78937438
"803192xF"	"10x8"	"TxFxT"	4600249
"803192xF"	"10x8"	"TxFxT"	4634370
"803192xF"	"10x8"	"TxFxT"	4295157
"803192xF"	"10x8"	"TxFxT"	4369314
"803192xF"	"10x8"	"TxFxT"	4833659
"3100571xF"	"500xF"	"TxFxT"	47092596
"3100571xF"	"500xF"	"TxFxT"	47209057
"3100571xF"	"500xF"	"TxFxT"	47244489
"3100571xF"	"500xF"	"TxFxT"	47223112
"3100571xF"	"500xF"	"TxFxT"	47068781
"573012xF"	"100xF"	"FxFxT"	7229065
"573012xF"	"100xF"	"FxFxT"	7276046
"573012xF"	"100xF"	"FxFxT"	7137019
"573012xF"	"100xF"	"FxFxT"	7280471
"573012xF"	"100xF"	"FxFxT"	7247190
"124xF"	"50xF"	"FxFxT"	695
"124xF"	"50xF"	"FxFxT"	669
"124xF"	"50xF"	"FxFxT"	682
"124xF"	"50xF"	"FxFxT"	684
"124xF"	"50xF"	"FxFxT"	677
"1578085xF"	"FxF"	"TxFxT"	16551534
"1578085xF"	"FxF"	"TxFxT"	16551534
"1578085xF"	"FxF"	"TxFxT"	16551534
"1578085xF"	"FxF"	"TxFxT"	16551534
"1578085xF"	"FxF"	"TxFxT"	16551534
"38452xF"	"10x16"	"FxFxT"	200285
"38452xF"	"10x16"	"FxFxT"	210220
"38452xF"	"10x16"	"FxFxT"	218929
"38452xF"	"10x16"	"FxFxT"	232216
"38452xF"	"10x16"	"FxFxT"	237973
"668xF"	"500x32"	"FxFxT"	5503
"668xF"	"500x32"	"FxFxT"	5486
"668xF"	"500x32"	"FxFxT"	5431
"668xF"	"500x32"	"FxFxT"	5457
"668xF"	"500x32"	"FxFxT"	5436
"3617xF"	"1000xF"	"TxFxT"	37011
"3617xF"	"1000xF"	"TxFxT"	36985
"3617xF"	"1000xF"	"TxFxT"	36974
"3617xF"	"1000xF"	"TxFxT"	37012
"3617xF"	"1000xF"	"TxFxT"	37066
"19571xF"	"Tx8"	"FxFxT"	262784
"19571xF"	"Tx8"	"FxFxT"	262889
"19571xF"	"Tx8"	"FxFxT"	262802
"19571xF"	"Tx8"	"FxFxT"	262786
"19571xF"	"Tx8"	"FxFxT"	262813
"32xF"	"50x32"	"FxFxT"	126
"32xF"	"50x32"	"FxFxT"	119
"32xF"	"50x32"	"FxFxT"	123
"32xF"	"50x32"	"FxFxT"	125
"32xF"	"50x32"	"FxFxT"	125
"53898xF"	"2x8"	"FxFxT"	184194
"53898xF"	"2x8"	"FxFxT"	151485
"53898xF"	"2x8"	"FxFxT"	229382
"53898xF"	"2x8"	"FxFxT"	184060
"53898xF"	"2x8"	"FxFxT"	169429
"16777216xF"	"Fx32"	"TxFxT"	34603007
"16777216xF"	"Fx32"	"TxFxT"	34603007
"16777216xF"	"Fx32"	"TxFxT"	34603007
"16777216xF"	"Fx32"	"TxFxT"	34603007
"16777216xF"	"Fx32"	"TxFxT"	34603007
"13962xF"	"500xF"	"FxFxT"	154295
"13962xF"	"500xF"	"FxFxT"	153051
"13962xF"	"500xF"	"FxFxT"	153682
"13962xF"	"500xF"	"FxFxT"	154594
"13962xF"	"500xF"	"FxFxT"	152994
"340xF"	"100x8"	"FxFxT"	2432
"340xF"	"100x8"	"FxFxT"	2372
"340xF"	"100x8"	"FxFxT"	2396
"340xF"	"100x8"	"FxFxT"	2368
"340xF"	"100x8"	"FxFxT"	2413
"148437xF"	"50x32"	"TxFxT"	1241779
"148437xF"	"50x32"	"TxFxT"	1229801
"148437xF"	"50x32"	"TxFxT"	1237561
"148437xF"	"50x32"	"TxFxT"	1239659
"148437xF"	"50x32"	"TxFxT"	1211897
"291643xF"	"100x16"	"TxFxT"	2543435
"291643xF"	"100x16"	"TxFxT"	2551199
"291643xF"	"100x16"	"TxFxT"	2653902
"291643xF"	"100x16"	"TxFxT"	2582616
"291643xF"	"100x16"	"TxFxT"	2582837
"2212005xF"	"5x8"	"FxFxT"	9338230
"2212005xF"	"5x8"	"FxFxT"	11587306
"2212005xF"	"5x8"	"FxFxT"	9861408
"2212005xF"	"5x8"	"FxFxT"	10060780
"2212005xF"	"5x8"	"FxFxT"	9519925
"291643xF"	"FxF"	"FxFxT"	2604041
"291643xF"	"FxF"	"FxFxT"	2604041
"291643xF"	"FxF"	"FxFxT"	2604041
"291643xF"	"FxF"	"FxFxT"	2604041
"291643xF"	"FxF"	"FxFxT"	2604041
"19571xF"	"50xF"	"TxFxT"	189473
"19571xF"	"50xF"	"TxFxT"	189111
"19571xF"	"50xF"	"TxFxT"	194504
"19571xF"	"50xF"	"TxFxT"	191707
"19571xF"	"50xF"	"TxFxT"	188981
"2580xF"	"2xF"	"FxFxT"	16190
"2580xF"	"2xF"	"FxFxT"	14982
"2580xF"	"2xF"	"FxFxT"	16373
"2580xF"	"2xF"	"FxFxT"	17556
"2580xF"	"2xF"	"FxFxT"	16958
"668xF"	"5x16"	"TxFxT"	2877
"668xF"	"5x16"	"TxFxT"	2809
"668xF"	"5x16"	"TxFxT"	3000
"668xF"	"5x16"	"TxFxT"	3463
"668xF"	"5x16"	"TxFxT"	3085
"38452xF"	"Fx8"	"TxFxT"	52327
"38452xF"	"Fx8"	"TxFxT"	52327
"38452xF"	"Fx8"	"TxFxT"	52327
"38452xF"	"Fx8"	"TxFxT"	52327
"38452xF"	"Fx8"	"TxFxT"	52327
"105897xF"	"500x16"	"TxFxT"	1199663
"105897xF"	"500x16"	"TxFxT"	1210242
"105897xF"	"500x16"	"TxFxT"	1207821
"105897xF"	"500x16"	"TxFxT"	1206925
"105897xF"	"500x16"	"TxFxT"	1210545
"8539032xF"	"2x16"	"TxFxT"	22151687
"8539032xF"	"2x16"	"TxFxT"	33013033
"8539032xF"	"2x16"	"TxFxT"	31360895
"8539032xF"	"2x16"	"TxFxT"	19646049
"8539032xF"	"2x16"	"TxFxT"	23273789
"27432xF"	"1000x32"	"FxFxT"	329938
"27432xF"	"1000x32"	"FxFxT"	330370
"27432xF"	"1000x32"	"FxFxT"	329022
"27432xF"	"1000x32"	"FxFxT"	327902
"27432xF"	"1000x32"	"FxFxT"	328810
"105897xF"	"1xF"	"FxFxT"	885537
"105897xF"	"1xF"	"FxFxT"	894219
"105897xF"	"1xF"	"FxFxT"	910201
"105897xF"	"1xF"	"FxFxT"	944280
"105897xF"	"1xF"	"FxFxT"	937871
"1578085xF"	"10x8"	"FxFxT"	8369610
"1578085xF"	"10x8"	"FxFxT"	8772675
"1578085xF"	"10x8"	"FxFxT"	7170594
"1578085xF"	"10x8"	"FxFxT"	8338715
"1578085xF"	"10x8"	"FxFxT"	8778039
"243xF"	"Fx16"	"TxFxT"	467
"243xF"	"Fx16"	"TxFxT"	467
"243xF"	"Fx16"	"TxFxT"	467
"243xF"	"Fx16"	"TxFxT"	467
"243xF"	"Fx16"	"TxFxT"	467
"208064xF"	"Tx16"	"TxFxT"	3467438
"208064xF"	"Tx16"	"TxFxT"	3467407
"208064xF"	"Tx16"	"TxFxT"	3467699
"208064xF"	"Tx16"	"TxFxT"	3467041
"208064xF"	"Tx16"	"TxFxT"	3467109
"2212005xF"	"Tx32"	"TxFxT"	44147176
"2212005xF"	"Tx32"	"TxFxT"	44146029
"2212005xF"	"Tx32"	"TxFxT"	44147921
"2212005xF"	"Tx32"	"TxFxT"	44149504
"2212005xF"	"Tx32"	"TxFxT"	44147498
"3100571xF"	"1x16"	"FxFxT"	11630271
"3100571xF"	"1x16"	"FxFxT"	8595580
"3100571xF"	"1x16"	"FxFxT"	5913520
"3100571xF"	"1x16"	"FxFxT"	10114139
"3100571xF"	"1x16"	"FxFxT"	9562233
"1125835xF"	"100x16"	"FxFxT"	9879253
"1125835xF"	"100x16"	"FxFxT"	10084479
"1125835xF"	"100x16"	"FxFxT"	9871650
"1125835xF"	"100x16"	"FxFxT"	9780759
"1125835xF"	"100x16"	"FxFxT"	9920882
"340xF"	"2xF"	"TxFxT"	1825
"340xF"	"2xF"	"TxFxT"	1906
"340xF"	"2xF"	"TxFxT"	1738
"340xF"	"2xF"	"TxFxT"	1669
"340xF"	"2xF"	"TxFxT"	1614
"27432xF"	"10x16"	"TxFxT"	161879
"27432xF"	"10x16"	"TxFxT"	151494
"27432xF"	"10x16"	"TxFxT"	157237
"27432xF"	"10x16"	"TxFxT"	166517
"27432xF"	"10x16"	"TxFxT"	162829
"5070xF"	"5xF"	"TxFxT"	38328
"5070xF"	"5xF"	"TxFxT"	38104
"5070xF"	"5xF"	"TxFxT"	34374
"5070xF"	"5xF"	"TxFxT"	36717
"5070xF"	"5xF"	"TxFxT"	35399
"1313xF"	"500x32"	"TxFxT"	11848
"1313xF"	"500x32"	"TxFxT"	11902
"1313xF"	"500x32"	"TxFxT"	11911
"1313xF"	"500x32"	"TxFxT"	11939
"1313xF"	"500x32"	"TxFxT"	11881
"243xF"	"10x32"	"FxFxT"	1255
"243xF"	"10x32"	"FxFxT"	1306
"243xF"	"10x32"	"FxFxT"	1199
"243xF"	"10x32"	"FxFxT"	1227
"243xF"	"10x32"	"FxFxT"	1349
"16777216xF"	"10xF"	"FxFxT"	222308808
"16777216xF"	"10xF"	"FxFxT"	226649282
"16777216xF"	"10xF"	"FxFxT"	224651509
"16777216xF"	"10xF"	"FxFxT"	231032759
"16777216xF"	"10xF"	"FxFxT"	221415608
"45xF"	"Tx32"	"FxFxT"	187
"45xF"	"Tx32"	"FxFxT"	196
"45xF"	"Tx32"	"FxFxT"	195
"45xF"	"Tx32"	"FxFxT"	197
"45xF"	"Tx32"	"FxFxT"	195
"75549xF"	"5x16"	"FxFxT"	363508
"75549xF"	"5x16"	"FxFxT"	387542
"75549xF"	"5x16"	"FxFxT"	373453
"75549xF"	"5x16"	"FxFxT"	354782
"75549xF"	"5x16"	"FxFxT"	381626
"9961xF"	"100xF"	"TxFxT"	97565
"9961xF"	"100xF"	"TxFxT"	97910
